Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
,,1.0,1.0,2.0,6.0,0.0,1.0,2.0,5736.0,1.0,67.0,0.0,0.0,0.0,179.0,39.0,,31.0,0.0,2.0,4.0,28.0,41149.0
,,1.0,2.0,2.0,4.0,4.0,1.0,3.0,5015.0,1.0,42.0,0.0,0.0,1.0,222.0,34.0,,27.0,0.0,3.0,4.0,26.0,31059.0
,,1.0,1.0,2.0,6.0,3.0,1.0,3.0,3852.0,1.0,56.0,0.0,0.0,1.0,60.0,43.0,,11.0,1.0,2.0,1.0,29.0,15126.0
,,1.0,2.0,3.0,4.0,4.0,0.0,4.0,4989.0,1.0,63.0,0.0,0.0,0.0,97.0,26.0,2011.0,22.0,0.0,4.0,6.0,26.0,27107.0
,,1.0,2.0,4.0,4.0,6.0,0.0,2.0,5284.0,2.0,28.0,0.0,0.0,0.0,220.0,18.0,2016.0,20.0,0.0,4.0,5.0,11.0,25085.0
,,2.0,1.0,3.0,5.0,7.0,0.0,2.0,5304.0,2.0,18.0,0.0,0.0,0.0,81.0,17.0,2008.0,15.0,1.0,3.0,4.0,14.0,19139.0
,,1.0,2.0,4.0,3.0,6.0,0.0,4.0,4170.0,2.0,41.0,0.0,0.0,0.0,91.0,24.0,2014.0,12.0,0.0,5.0,4.0,19.0,15112.0
,,1.0,2.0,4.0,4.0,4.0,0.0,4.0,6315.0,1.0,58.0,0.0,0.0,0.0,248.0,28.0,2006.0,17.0,0.0,3.0,6.0,26.0,19131.0
,,1.0,2.0,3.0,4.0,1.0,1.0,3.0,5249.0,2.0,56.0,0.0,0.0,1.0,109.0,22.0,,39.0,0.0,2.0,5.0,26.0,51141.0
,,1.0,1.0,2.0,6.0,8.0,2.0,4.0,5706.0,1.0,39.0,1.0,0.0,1.0,156.0,32.0,,11.0,0.0,3.0,5.0,28.0,13107.0
,,1.0,3.0,2.0,6.0,7.0,2.0,4.0,3164.0,2.0,65.0,0.0,0.0,1.0,81.0,32.0,,26.0,1.0,2.0,5.0,9.0,34129.0
,,1.0,3.0,3.0,6.0,6.0,0.0,4.0,3989.0,1.0,18.0,0.0,0.0,1.0,223.0,45.0,2008.0,21.0,0.0,1.0,2.0,9.0,28058.0
,,1.0,2.0,4.0,4.0,2.0,0.0,4.0,5359.0,1.0,36.0,0.0,1.0,1.0,101.0,29.0,,8.0,0.0,5.0,2.0,11.0,10131.0
,,1.0,2.0,2.0,3.0,8.0,0.0,2.0,5223.0,2.0,33.0,0.0,0.0,1.0,104.0,33.0,2015.0,20.0,0.0,3.0,1.0,27.0,25116.0
,,1.0,3.0,4.0,6.0,6.0,0.0,3.0,5332.0,1.0,52.0,0.0,0.0,1.0,73.0,33.0,,5.0,1.0,4.0,3.0,15.0,7086.0
,,1.0,2.0,2.0,3.0,6.0,1.0,3.0,5088.0,1.0,46.0,0.0,0.0,1.0,60.0,39.0,2018.0,6.0,1.0,4.0,2.0,27.0,7132.0
,,1.0,3.0,3.0,6.0,4.0,0.0,3.0,5652.0,1.0,43.0,0.0,0.0,0.0,70.0,24.0,2008.0,22.0,1.0,2.0,2.0,2.0,28111.0
,,1.0,1.0,4.0,5.0,7.0,2.0,3.0,4280.0,1.0,18.0,0.0,0.0,1.0,270.0,38.0,2009.0,21.0,0.0,3.0,3.0,5.0,25061.0
,,1.0,2.0,2.0,4.0,7.0,3.0,4.0,4129.0,1.0,45.0,0.0,0.0,1.0,84.0,34.0,,24.0,1.0,4.0,4.0,26.0,29073.0
,,1.0,3.0,2.0,6.0,1.0,2.0,2.0,5148.0,2.0,66.0,0.0,0.0,0.0,73.0,19.0,,27.0,0.0,1.0,2.0,13.0,34082.0
,,1.0,3.0,3.0,1.0,3.0,0.0,1.0,4201.0,2.0,50.0,0.0,0.0,1.0,70.0,28.0,2017.0,13.0,1.0,2.0,5.0,21.0,18070.0
,,1.0,2.0,2.0,4.0,0.0,0.0,3.0,3845.0,2.0,31.0,0.0,0.0,1.0,123.0,,,21.0,0.0,3.0,4.0,26.0,26056.0
,,1.0,1.0,3.0,5.0,5.0,0.0,3.0,3666.0,1.0,40.0,1.0,0.0,1.0,95.0,,2008.0,15.0,0.0,3.0,4.0,14.0,18123.0
,,2.0,1.0,4.0,6.0,8.0,1.0,4.0,6212.0,1.0,70.0,0.0,0.0,1.0,184.0,31.0,2009.0,19.0,0.0,5.0,5.0,23.0,24131.0
,,1.0,2.0,3.0,2.0,7.0,1.0,2.0,5013.0,2.0,41.0,0.0,0.0,1.0,104.0,29.0,,27.0,0.0,4.0,6.0,12.0,31098.0
,,2.0,1.0,4.0,6.0,4.0,0.0,4.0,4728.0,1.0,57.0,0.0,1.0,1.0,123.0,29.0,2007.0,19.0,0.0,5.0,2.0,23.0,24076.0
,,1.0,2.0,3.0,2.0,0.0,5.0,1.0,5680.0,2.0,15.0,0.0,0.0,1.0,121.0,31.0,,25.0,0.0,2.0,6.0,32.0,31071.0
,,1.0,2.0,3.0,4.0,2.0,1.0,6.0,3692.0,2.0,49.0,0.0,0.0,0.0,192.0,14.0,,4.0,0.0,5.0,2.0,26.0,5063.0
,,1.0,2.0,1.0,3.0,1.0,3.0,5.0,3972.0,2.0,63.0,0.0,0.0,0.0,219.0,31.0,,14.0,0.0,3.0,4.0,27.0,16060.0
,,1.0,2.0,3.0,4.0,3.0,0.0,2.0,4686.0,2.0,41.0,0.0,0.0,0.0,271.0,17.0,2014.0,14.0,0.0,4.0,3.0,20.0,18086.0
,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,5349.0,1.0,45.0,0.0,0.0,1.0,133.0,43.0,,18.0,0.0,3.0,5.0,32.0,21132.0
,,1.0,1.0,2.0,5.0,5.0,0.0,2.0,5181.0,1.0,52.0,0.0,0.0,1.0,89.0,24.0,2007.0,19.0,0.0,1.0,6.0,14.0,25120.0
,,1.0,3.0,4.0,1.0,6.0,2.0,4.0,4193.0,1.0,66.0,0.0,0.0,0.0,260.0,27.0,2017.0,10.0,0.0,3.0,4.0,30.0,13067.0
,,1.0,3.0,2.0,1.0,5.0,0.0,3.0,4301.0,1.0,67.0,0.0,0.0,1.0,109.0,35.0,2008.0,19.0,0.0,1.0,6.0,21.0,24113.0
,,1.0,2.0,3.0,4.0,7.0,1.0,3.0,3922.0,1.0,26.0,0.0,0.0,0.0,111.0,23.0,2006.0,21.0,0.0,4.0,5.0,26.0,25136.0
,,1.0,1.0,3.0,6.0,8.0,0.0,1.0,5015.0,1.0,54.0,0.0,0.0,1.0,172.0,,2003.0,31.0,0.0,3.0,2.0,29.0,39093.0
,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4815.0,1.0,32.0,0.0,0.0,1.0,169.0,32.0,,10.0,0.0,5.0,2.0,22.0,13084.0
,,1.0,1.0,2.0,5.0,1.0,3.0,2.0,7836.0,1.0,29.0,0.0,0.0,1.0,72.0,23.0,,24.0,0.0,2.0,3.0,14.0,30112.0
,,1.0,1.0,2.0,6.0,5.0,4.0,2.0,5282.0,2.0,31.0,0.0,0.0,0.0,82.0,27.0,2006.0,25.0,0.0,1.0,6.0,23.0,31058.0
,,1.0,2.0,4.0,4.0,2.0,3.0,1.0,7132.0,2.0,39.0,1.0,0.0,1.0,215.0,42.0,,27.0,0.0,2.0,3.0,26.0,34118.0
,,1.0,1.0,2.0,5.0,4.0,0.0,3.0,5687.0,2.0,59.0,0.0,0.0,0.0,219.0,25.0,2004.0,25.0,0.0,3.0,3.0,24.0,29109.0
,,2.0,2.0,3.0,4.0,1.0,0.0,4.0,3795.0,1.0,61.0,0.0,1.0,1.0,270.0,28.0,,14.0,1.0,4.0,2.0,26.0,17074.0
,,1.0,2.0,3.0,2.0,1.0,2.0,3.0,7204.0,1.0,69.0,1.0,0.0,1.0,207.0,29.0,,24.0,0.0,5.0,2.0,32.0,30071.0
,,1.0,1.0,4.0,5.0,5.0,3.0,4.0,4204.0,2.0,39.0,0.0,0.0,0.0,232.0,21.0,2019.0,6.0,0.0,4.0,3.0,10.0,7110.0
,,1.0,2.0,2.0,3.0,4.0,0.0,4.0,5420.0,1.0,16.0,0.0,0.0,0.0,87.0,28.0,2014.0,12.0,0.0,4.0,5.0,27.0,14094.0
,,1.0,3.0,2.0,6.0,5.0,1.0,4.0,4269.0,1.0,15.0,0.0,0.0,1.0,65.0,36.0,,6.0,0.0,4.0,6.0,13.0,7111.0
,,1.0,1.0,2.0,5.0,4.0,1.0,4.0,5270.0,2.0,35.0,0.0,0.0,1.0,260.0,27.0,2018.0,6.0,0.0,3.0,4.0,25.0,7106.0
,,1.0,1.0,2.0,5.0,5.0,1.0,3.0,3861.0,1.0,43.0,0.0,0.0,1.0,98.0,34.0,,4.0,1.0,5.0,2.0,17.0,5086.0
,,1.0,2.0,4.0,4.0,1.0,0.0,4.0,5012.0,1.0,69.0,0.0,0.0,1.0,227.0,38.0,,19.0,1.0,5.0,4.0,11.0,27086.0
,,1.0,1.0,3.0,5.0,3.0,0.0,4.0,4601.0,1.0,32.0,0.0,0.0,0.0,100.0,22.0,2022.0,0.0,0.0,6.0,0.0,25.0,6104.0
,,1.0,1.0,2.0,6.0,7.0,0.0,2.0,5371.0,1.0,21.0,0.0,0.0,1.0,263.0,31.0,2018.0,12.0,1.0,5.0,4.0,23.0,17122.0
,,1.0,1.0,4.0,6.0,6.0,3.0,3.0,5602.0,1.0,60.0,0.0,0.0,1.0,256.0,27.0,,27.0,0.0,1.0,5.0,23.0,34133.0
,,1.0,2.0,4.0,2.0,5.0,1.0,4.0,4030.0,2.0,51.0,0.0,0.0,0.0,179.0,21.0,1998.0,30.0,1.0,2.0,3.0,18.0,40123.0
,,1.0,1.0,2.0,6.0,6.0,0.0,4.0,4330.0,1.0,34.0,0.0,0.0,1.0,239.0,25.0,2000.0,27.0,1.0,1.0,3.0,6.0,35100.0
,,1.0,1.0,2.0,6.0,8.0,3.0,2.0,5151.0,1.0,70.0,0.0,0.0,0.0,116.0,45.0,2009.0,20.0,0.0,1.0,3.0,28.0,25088.0
,,1.0,1.0,3.0,6.0,3.0,0.0,2.0,4836.0,2.0,69.0,0.0,0.0,0.0,187.0,30.0,2010.0,15.0,1.0,2.0,4.0,23.0,21132.0
,,1.0,1.0,2.0,6.0,0.0,0.0,3.0,4550.0,2.0,48.0,0.0,0.0,0.0,102.0,40.0,,29.0,0.0,1.0,4.0,28.0,40077.0
,,1.0,2.0,3.0,4.0,7.0,0.0,4.0,4585.0,1.0,57.0,0.0,0.0,1.0,198.0,36.0,2016.0,14.0,0.0,1.0,3.0,20.0,20122.0
,,1.0,3.0,2.0,1.0,3.0,0.0,4.0,5654.0,1.0,23.0,0.0,0.0,1.0,91.0,33.0,2019.0,7.0,0.0,3.0,1.0,31.0,9139.0
,,1.0,1.0,3.0,6.0,3.0,0.0,2.0,4278.0,1.0,43.0,0.0,0.0,0.0,242.0,28.0,2006.0,16.0,0.0,1.0,4.0,29.0,22098.0
,,2.0,1.0,2.0,6.0,3.0,1.0,2.0,3678.0,1.0,15.0,0.0,0.0,1.0,247.0,47.0,1997.0,28.0,1.0,4.0,4.0,28.0,34138.0
,,1.0,3.0,2.0,6.0,8.0,3.0,5.0,4136.0,1.0,54.0,0.0,0.0,1.0,110.0,35.0,2015.0,15.0,0.0,4.0,3.0,13.0,18125.0
,,2.0,3.0,2.0,1.0,6.0,0.0,2.0,4700.0,2.0,42.0,0.0,0.0,0.0,237.0,32.0,2006.0,26.0,0.0,3.0,5.0,30.0,33136.0
,,1.0,3.0,3.0,1.0,5.0,1.0,2.0,4689.0,1.0,16.0,0.0,0.0,1.0,124.0,30.0,2016.0,9.0,0.0,5.0,2.0,21.0,12056.0
,,1.0,3.0,4.0,1.0,4.0,1.0,3.0,4464.0,2.0,22.0,0.0,0.0,0.0,249.0,,,13.0,0.0,4.0,5.0,30.0,15091.0
,,1.0,3.0,3.0,1.0,1.0,0.0,3.0,5105.0,1.0,35.0,0.0,0.0,1.0,170.0,39.0,,0.0,0.0,6.0,0.0,21.0,3149.0
,,1.0,3.0,4.0,1.0,4.0,1.0,4.0,4124.0,1.0,16.0,0.0,1.0,1.0,133.0,42.0,2016.0,8.0,0.0,5.0,5.0,3.0,11120.0
,,1.0,1.0,2.0,6.0,6.0,0.0,4.0,4104.0,2.0,52.0,0.0,0.0,1.0,253.0,29.0,2018.0,11.0,0.0,1.0,3.0,6.0,14144.0
,,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5150.0,1.0,53.0,0.0,0.0,1.0,222.0,24.0,2001.0,33.0,0.0,1.0,6.0,12.0,42071.0
,,1.0,2.0,3.0,3.0,8.0,0.0,2.0,4539.0,2.0,37.0,0.0,0.0,1.0,131.0,40.0,,20.0,0.0,5.0,4.0,27.0,25124.0
,,1.0,1.0,2.0,5.0,6.0,2.0,2.0,5802.0,2.0,43.0,0.0,0.0,1.0,257.0,30.0,,20.0,1.0,3.0,5.0,17.0,24060.0
,,1.0,2.0,4.0,3.0,2.0,0.0,2.0,4059.0,2.0,38.0,0.0,0.0,1.0,182.0,42.0,,15.0,0.0,3.0,5.0,19.0,18150.0
,,1.0,3.0,3.0,6.0,3.0,4.0,3.0,5734.0,2.0,56.0,0.0,0.0,1.0,89.0,21.0,2001.0,25.0,1.0,3.0,4.0,2.0,31134.0
,,1.0,2.0,3.0,3.0,3.0,2.0,3.0,5109.0,1.0,69.0,0.0,0.0,0.0,80.0,33.0,,5.0,1.0,2.0,2.0,27.0,7139.0
,,1.0,2.0,1.0,3.0,8.0,0.0,5.0,5038.0,2.0,64.0,0.0,0.0,0.0,213.0,,2002.0,27.0,1.0,2.0,4.0,27.0,38070.0
,,1.0,2.0,2.0,4.0,8.0,3.0,2.0,5974.0,1.0,23.0,0.0,0.0,0.0,228.0,,,5.0,1.0,4.0,5.0,26.0,6058.0
,,1.0,2.0,3.0,2.0,7.0,0.0,1.0,5696.0,1.0,43.0,1.0,0.0,1.0,204.0,57.0,2012.0,20.0,0.0,5.0,3.0,32.0,25097.0
,,1.0,2.0,2.0,3.0,0.0,0.0,2.0,7059.0,2.0,26.0,0.0,1.0,0.0,128.0,31.0,,22.0,0.0,4.0,6.0,27.0,27101.0
,,1.0,1.0,3.0,5.0,2.0,0.0,2.0,4032.0,1.0,68.0,0.0,0.0,1.0,208.0,,,21.0,1.0,4.0,6.0,10.0,27061.0
,,1.0,2.0,4.0,4.0,5.0,0.0,7.0,5774.0,1.0,33.0,0.0,0.0,1.0,195.0,23.0,2010.0,19.0,0.0,4.0,4.0,11.0,24066.0
,,1.0,1.0,4.0,6.0,0.0,4.0,4.0,4314.0,1.0,50.0,0.0,0.0,1.0,114.0,25.0,,5.0,0.0,5.0,2.0,23.0,7113.0
,,1.0,2.0,3.0,2.0,1.0,0.0,4.0,4904.0,1.0,43.0,0.0,0.0,0.0,184.0,24.0,,5.0,0.0,3.0,3.0,32.0,6067.0
,,1.0,1.0,4.0,6.0,8.0,0.0,4.0,4294.0,2.0,43.0,0.0,0.0,0.0,135.0,17.0,,14.0,1.0,5.0,2.0,23.0,18138.0
,,1.0,2.0,2.0,4.0,6.0,1.0,4.0,4058.0,2.0,30.0,1.0,0.0,1.0,188.0,41.0,2007.0,31.0,0.0,4.0,5.0,26.0,38120.0
,,1.0,2.0,3.0,4.0,5.0,0.0,2.0,5874.0,2.0,55.0,0.0,0.0,1.0,61.0,32.0,2015.0,17.0,0.0,5.0,5.0,26.0,23148.0
,,1.0,1.0,3.0,5.0,0.0,3.0,2.0,6284.0,2.0,24.0,0.0,0.0,0.0,230.0,16.0,,4.0,0.0,5.0,2.0,14.0,5059.0
,,1.0,2.0,2.0,2.0,4.0,1.0,2.0,5235.0,1.0,49.0,0.0,0.0,0.0,190.0,23.0,,18.0,0.0,4.0,3.0,1.0,21100.0
,,1.0,2.0,4.0,4.0,0.0,1.0,4.0,5549.0,2.0,57.0,0.0,0.0,1.0,165.0,23.0,,15.0,0.0,4.0,5.0,26.0,18104.0
,,1.0,2.0,4.0,2.0,7.0,0.0,5.0,4107.0,2.0,42.0,0.0,0.0,0.0,113.0,18.0,2021.0,5.0,0.0,5.0,1.0,18.0,7108.0
,,1.0,3.0,2.0,1.0,7.0,0.0,4.0,3235.0,2.0,40.0,0.0,0.0,0.0,140.0,23.0,2008.0,15.0,0.0,4.0,6.0,3.0,18118.0
,,1.0,1.0,3.0,6.0,1.0,1.0,2.0,4032.0,2.0,15.0,0.0,0.0,0.0,264.0,25.0,,17.0,0.0,4.0,3.0,29.0,21065.0
,,1.0,3.0,3.0,1.0,1.0,0.0,2.0,7218.0,1.0,45.0,0.0,0.0,1.0,259.0,44.0,,5.0,0.0,3.0,3.0,21.0,5118.0
,,1.0,2.0,4.0,4.0,6.0,1.0,4.0,4732.0,1.0,18.0,1.0,0.0,1.0,108.0,51.0,1996.0,29.0,0.0,4.0,6.0,26.0,35107.0
,,1.0,1.0,2.0,6.0,8.0,2.0,2.0,5219.0,2.0,67.0,0.0,0.0,0.0,111.0,26.0,2001.0,16.0,0.0,5.0,3.0,23.0,22147.0
,,1.0,2.0,4.0,2.0,5.0,1.0,2.0,4691.0,2.0,45.0,0.0,0.0,0.0,105.0,18.0,2015.0,9.0,0.0,5.0,3.0,1.0,12065.0
,,1.0,1.0,4.0,5.0,1.0,0.0,3.0,4322.0,1.0,36.0,0.0,0.0,1.0,230.0,33.0,,26.0,1.0,2.0,6.0,10.0,37113.0
,,1.0,1.0,2.0,6.0,0.0,5.0,3.0,4698.0,1.0,44.0,0.0,0.0,1.0,126.0,38.0,,0.0,0.0,6.0,0.0,6.0,3121.0
,,1.0,2.0,2.0,3.0,0.0,1.0,3.0,4916.0,1.0,29.0,0.0,0.0,1.0,90.0,23.0,,13.0,0.0,3.0,6.0,27.0,15137.0
,,1.0,1.0,2.0,5.0,1.0,1.0,3.0,6287.0,2.0,65.0,0.0,0.0,0.0,120.0,19.0,,25.0,0.0,5.0,3.0,24.0,33071.0
,,1.0,1.0,2.0,6.0,4.0,1.0,2.0,6714.0,1.0,43.0,0.0,0.0,0.0,171.0,31.0,2005.0,15.0,0.0,1.0,3.0,28.0,19151.0
,,1.0,3.0,4.0,6.0,5.0,3.0,4.0,5246.0,2.0,32.0,0.0,0.0,1.0,194.0,28.0,,19.0,1.0,5.0,4.0,15.0,24143.0
,,1.0,1.0,2.0,6.0,3.0,0.0,2.0,5111.0,1.0,39.0,0.0,0.0,0.0,63.0,21.0,2021.0,0.0,0.0,6.0,0.0,23.0,12110.0
,,1.0,1.0,3.0,5.0,5.0,0.0,3.0,3834.0,1.0,38.0,0.0,0.0,1.0,194.0,22.0,2000.0,31.0,1.0,2.0,5.0,10.0,42143.0
,,1.0,2.0,3.0,3.0,8.0,5.0,4.0,4395.0,1.0,69.0,0.0,0.0,1.0,216.0,22.0,,14.0,0.0,5.0,1.0,19.0,17147.0
,,1.0,1.0,2.0,5.0,7.0,0.0,4.0,3573.0,1.0,56.0,0.0,0.0,0.0,227.0,24.0,2013.0,20.0,0.0,5.0,5.0,14.0,26103.0
,,1.0,1.0,4.0,5.0,3.0,1.0,3.0,6722.0,1.0,60.0,0.0,0.0,0.0,80.0,31.0,2001.0,14.0,0.0,5.0,3.0,14.0,17118.0
,,1.0,1.0,2.0,6.0,2.0,0.0,2.0,4913.0,1.0,22.0,0.0,0.0,1.0,258.0,33.0,,22.0,0.0,4.0,2.0,29.0,26104.0
,,1.0,3.0,3.0,6.0,7.0,0.0,3.0,5961.0,2.0,23.0,1.0,0.0,1.0,63.0,41.0,2009.0,18.0,1.0,1.0,6.0,9.0,25064.0
,,1.0,2.0,2.0,2.0,5.0,0.0,2.0,4521.0,2.0,45.0,0.0,0.0,0.0,103.0,18.0,2016.0,13.0,0.0,3.0,2.0,22.0,14126.0
,,1.0,2.0,3.0,4.0,5.0,3.0,2.0,3838.0,1.0,49.0,0.0,0.0,1.0,145.0,29.0,2022.0,6.0,0.0,5.0,3.0,20.0,7144.0
,,1.0,2.0,2.0,4.0,6.0,0.0,2.0,5184.0,2.0,41.0,0.0,0.0,1.0,183.0,33.0,2007.0,21.0,0.0,3.0,3.0,26.0,25091.0
,,1.0,1.0,2.0,6.0,5.0,1.0,2.0,5034.0,2.0,57.0,0.0,0.0,0.0,172.0,17.0,2007.0,19.0,1.0,2.0,3.0,28.0,25079.0
,,1.0,2.0,2.0,3.0,5.0,4.0,5.0,4547.0,2.0,45.0,0.0,0.0,0.0,170.0,24.0,2002.0,26.0,1.0,1.0,3.0,27.0,33063.0
,,1.0,2.0,2.0,3.0,5.0,0.0,2.0,5029.0,1.0,64.0,0.0,0.0,1.0,229.0,31.0,2012.0,9.0,1.0,3.0,5.0,27.0,11116.0
,,1.0,3.0,4.0,1.0,7.0,0.0,7.0,4206.0,2.0,46.0,0.0,0.0,0.0,240.0,20.0,2003.0,35.0,1.0,5.0,6.0,30.0,50116.0
,,1.0,2.0,4.0,3.0,7.0,1.0,4.0,4338.0,2.0,36.0,0.0,0.0,1.0,62.0,28.0,2015.0,19.0,0.0,4.0,3.0,27.0,23107.0
,,1.0,1.0,4.0,5.0,8.0,0.0,4.0,4765.0,2.0,59.0,0.0,0.0,0.0,183.0,34.0,2004.0,26.0,1.0,1.0,6.0,14.0,36078.0
,,1.0,1.0,3.0,5.0,0.0,1.0,4.0,5587.0,1.0,18.0,0.0,0.0,0.0,126.0,28.0,,15.0,0.0,4.0,4.0,14.0,17139.0
,,1.0,3.0,2.0,6.0,3.0,0.0,2.0,5535.0,1.0,22.0,0.0,0.0,1.0,95.0,33.0,,27.0,0.0,1.0,5.0,8.0,33127.0
,,1.0,1.0,4.0,6.0,5.0,2.0,5.0,3389.0,2.0,44.0,0.0,0.0,1.0,141.0,31.0,2001.0,26.0,0.0,5.0,4.0,6.0,34066.0
,,1.0,2.0,4.0,4.0,3.0,2.0,3.0,7496.0,2.0,35.0,0.0,0.0,1.0,244.0,27.0,,13.0,1.0,2.0,3.0,26.0,17120.0
,,1.0,1.0,3.0,5.0,0.0,0.0,2.0,5061.0,2.0,62.0,0.0,1.0,1.0,83.0,,,0.0,0.0,6.0,0.0,25.0,4058.0
,,1.0,3.0,4.0,6.0,4.0,0.0,3.0,3989.0,2.0,64.0,0.0,0.0,1.0,202.0,31.0,1998.0,24.0,0.0,4.0,4.0,9.0,28105.0
,,1.0,2.0,4.0,4.0,0.0,0.0,3.0,6046.0,2.0,29.0,0.0,0.0,0.0,187.0,24.0,,9.0,0.0,1.0,4.0,26.0,11101.0
,,2.0,2.0,4.0,3.0,7.0,3.0,5.0,5021.0,2.0,47.0,0.0,0.0,0.0,65.0,17.0,,11.0,0.0,1.0,6.0,19.0,14151.0
,,1.0,1.0,3.0,5.0,4.0,2.0,2.0,4847.0,1.0,43.0,0.0,0.0,1.0,106.0,24.0,,18.0,1.0,4.0,5.0,25.0,21123.0
,,1.0,2.0,3.0,2.0,5.0,2.0,2.0,5708.0,2.0,35.0,0.0,0.0,1.0,224.0,24.0,,6.0,0.0,1.0,2.0,32.0,8075.0
,,1.0,2.0,3.0,3.0,0.0,1.0,3.0,4227.0,2.0,64.0,0.0,0.0,0.0,72.0,24.0,,15.0,0.0,1.0,3.0,19.0,18149.0
,,1.0,3.0,4.0,6.0,7.0,0.0,6.0,4596.0,1.0,56.0,0.0,0.0,0.0,197.0,20.0,2010.0,19.0,1.0,2.0,2.0,9.0,24080.0
,,1.0,1.0,4.0,6.0,8.0,0.0,3.0,6831.0,1.0,62.0,0.0,0.0,1.0,160.0,40.0,2010.0,18.0,0.0,5.0,6.0,6.0,23079.0
,,1.0,3.0,4.0,1.0,8.0,0.0,5.0,5216.0,2.0,20.0,0.0,0.0,0.0,210.0,18.0,2014.0,12.0,0.0,5.0,4.0,30.0,15069.0
,,1.0,2.0,4.0,4.0,1.0,0.0,5.0,3700.0,1.0,60.0,0.0,0.0,0.0,77.0,20.0,,17.0,1.0,3.0,5.0,26.0,23102.0
,,1.0,2.0,2.0,2.0,1.0,0.0,3.0,4557.0,2.0,38.0,0.0,0.0,1.0,250.0,28.0,,24.0,1.0,2.0,5.0,22.0,30072.0
,,1.0,3.0,4.0,1.0,7.0,0.0,4.0,6219.0,1.0,45.0,0.0,0.0,1.0,109.0,27.0,,15.0,0.0,1.0,6.0,30.0,19061.0
,,1.0,3.0,4.0,6.0,7.0,0.0,2.0,4258.0,1.0,63.0,0.0,0.0,1.0,89.0,23.0,2019.0,6.0,0.0,4.0,4.0,9.0,7136.0
,,2.0,1.0,2.0,6.0,5.0,1.0,3.0,3631.0,2.0,41.0,0.0,0.0,0.0,115.0,18.0,2000.0,23.0,1.0,1.0,5.0,23.0,31115.0
,,1.0,1.0,4.0,6.0,7.0,0.0,3.0,7784.0,2.0,20.0,0.0,0.0,1.0,104.0,34.0,2006.0,23.0,0.0,3.0,3.0,23.0,28104.0
,,1.0,1.0,2.0,6.0,2.0,1.0,4.0,5231.0,1.0,52.0,1.0,0.0,1.0,244.0,27.0,,6.0,0.0,5.0,1.0,6.0,8056.0
,,2.0,1.0,3.0,5.0,8.0,0.0,3.0,4439.0,2.0,54.0,0.0,0.0,1.0,72.0,36.0,2020.0,4.0,1.0,5.0,3.0,14.0,6075.0
,,1.0,2.0,3.0,2.0,5.0,2.0,2.0,5395.0,1.0,44.0,0.0,0.0,1.0,205.0,31.0,2016.0,8.0,0.0,3.0,4.0,32.0,9120.0
,,1.0,1.0,2.0,6.0,1.0,1.0,4.0,4367.0,2.0,53.0,0.0,0.0,0.0,60.0,22.0,,13.0,0.0,2.0,6.0,23.0,17089.0
,,1.0,2.0,3.0,2.0,2.0,0.0,2.0,3952.0,2.0,52.0,0.0,0.0,1.0,168.0,38.0,,20.0,0.0,2.0,2.0,32.0,25083.0
,,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3932.0,1.0,40.0,0.0,0.0,1.0,217.0,32.0,2015.0,13.0,1.0,2.0,6.0,26.0,18093.0
,,1.0,1.0,2.0,6.0,2.0,0.0,4.0,4277.0,1.0,21.0,0.0,0.0,1.0,209.0,27.0,,28.0,0.0,1.0,3.0,23.0,37129.0
,,1.0,1.0,2.0,5.0,1.0,3.0,3.0,4842.0,1.0,42.0,0.0,0.0,1.0,217.0,25.0,,14.0,0.0,2.0,4.0,24.0,18080.0
,,1.0,2.0,3.0,2.0,1.0,0.0,2.0,5486.0,1.0,45.0,0.0,1.0,1.0,174.0,40.0,,7.0,0.0,2.0,2.0,32.0,9061.0
,,1.0,1.0,3.0,6.0,6.0,3.0,2.0,4913.0,1.0,46.0,0.0,0.0,1.0,114.0,28.0,,11.0,0.0,4.0,5.0,29.0,13080.0
,,1.0,1.0,4.0,6.0,1.0,1.0,4.0,5726.0,2.0,52.0,0.0,0.0,1.0,269.0,32.0,,18.0,0.0,4.0,4.0,23.0,22055.0
,,1.0,1.0,3.0,5.0,8.0,0.0,2.0,5311.0,1.0,16.0,1.0,0.0,1.0,231.0,28.0,1997.0,25.0,0.0,3.0,4.0,25.0,29074.0
,,1.0,1.0,2.0,5.0,7.0,3.0,2.0,5022.0,1.0,49.0,0.0,0.0,1.0,61.0,39.0,2004.0,22.0,1.0,5.0,4.0,14.0,28121.0
,,1.0,1.0,2.0,6.0,2.0,0.0,3.0,4778.0,2.0,58.0,0.0,0.0,1.0,198.0,37.0,,28.0,0.0,3.0,6.0,6.0,35079.0
